Date,Temperature,Humidity,WindSpeed,Visibility
26/05/2006,11.11111111,0.93,9.2092,10.8031
27/05/2006,12.16666667,0.82,9.9015,10.6743
28/05/2006,12.75555556,0.79,13.8299,10.8192
29/05/2006,13.83888889,0.84,9.0965,10.8192
30/05/2006,16.18333333,0.73,0.644,10.7548
31/05/2006,17.51666667,0.67,0.6762,10.8997
1/06/2006,17.38333333,0.67,3.864,10.8514
2/06/2006,17.36111111,0.71,7.8246,11.0768
3/06/2006,17.20555556,0.74,15.5848,10.8514
4/06/2006,15.63333333,0.81,23.6992,10.8836
5/06/2006,13.57777778,0.9,20.9622,7.6153
6/06/2006,10.91111111,0.86,22.3951,2.6565
7/06/2006,8.8,0.99,26.5006,2.6565
8/06/2006,8.961111111,0.93,23.2162,3.8157
9/06/2006,8.2,0.96,25.4219,4.4919
10/06/2006,7.688888889,0.96,28.1267,4.4436
11/06/2006,7.766666667,0.96,19.2878,5.6833
12/06/2006,8.2,0.96,20.447,3.1073
13/06/2006,8.177777778,0.93,27.8691,3.2039
14/06/2006,7.311111111,0.82,6.7459,14.0553
15/06/2006,7.644444444,0.93,14.9086,6.118
16/06/2006,6.622222222,0.93,25.0355,6.118
17/06/2006,6.683333333,0.93,19.8352,6.1663
18/06/2006,6.088888889,0.93,28.0945,7.9695
19/06/2006,6.066666667,0.93,27.9818,6.3434
20/06/2006,6.144444444,0.93,30.8637,10.5455
21/06/2006,7.133333333,0.8,32.1678,11.2056
22/06/2006,7.205555556,0.86,26.5328,11.27
23/06/2006,7.566666667,0.84,28.336,10.5455
24/06/2006,8.9,0.77,29.8333,11.27
25/06/2006,9.961111111,0.71,28.4809,11.27
26/06/2006,9.888888889,0.71,28.5131,11.0768
27/06/2006,11.06666667,0.71,25.6956,11.27
28/06/2006,10.11666667,0.76,25.3414,11.27
29/06/2006,11.03888889,0.66,21.413,9.982
30/06/2006,10.65,0.7,17.8549,14.9086
1/07/2006,10.05,0.7,15.1984,9.982
2/07/2006,9.9,0.66,15.7297,11.0285
3/07/2006,8.794444444,0.71,12.3648,9.982
4/07/2006,7.827777778,0.72,13.8943,15.8263
5/07/2006,7.855555556,0.72,9.8049,15.0052
6/07/2006,7.316666667,0.75,6.6654,15.8746
7/07/2006,7.244444444,0.75,7.1162,15.8746
8/07/2006,5.438888889,0.88,3.7191,9.982
9/07/2006,7.2,0.76,14.4739,15.8263
10/07/2006,6.688888889,0.7,20.5275,15.8263
11/07/2006,6.211111111,0.73,19.3039,14.9569
12/07/2006,6.111111111,0.76,17.4363,9.982
13/07/2006,6.111111111,0.76,20.4148,9.982
14/07/2006,6.172222222,0.76,17.0499,9.982
15/07/2006,7.222222222,0.71,20.5114,9.982
16/07/2006,7.288888889,0.73,17.6456,9.982
17/07/2006,7.405555556,0.72,14.4095,9.982
18/07/2006,7.961111111,0.7,10.7548,10.0464
19/07/2006,8.033333333,0.7,4.8622,10.0464
20/07/2006,9.077777778,0.65,2.3828,10.0303
21/07/2006,9.05,0.62,0.322,9.982
22/07/2006,9.05,0.65,3.2522,11.2056
23/07/2006,9.183333333,0.65,3.0107,11.0285
24/07/2006,9.072222222,0.7,10.465,9.982
25/07/2006,7.983333333,0.75,7.3416,9.982
26/07/2006,8.072222222,0.75,9.5151,9.982
27/07/2006,7.894444444,0.82,9.9981,9.982
28/07/2006,7.311111111,0.83,13.685,11.9784
29/07/2006,7.338888889,0.84,11.5437,14.168
30/07/2006,6.622222222,0.85,12.719,14.9086
31/07/2006,6.066666667,0.88,12.8961,14.9086
1/08/2006,8.338888889,0.88,0.6923,15.0052
2/08/2006,5.183333333,0.91,5.5384,9.982
3/08/2006,3.722222222,0.94,5.2003,9.982
4/08/2006,4.855555556,0.93,5.6189,5.9248
5/08/2006,5.211111111,0.92,4.7656,1.2236
6/08/2006,6.255555556,0.92,7.9212,7.2128
7/08/2006,7.794444444,0.87,9.7566,10.6743
8/08/2006,10.05,0.76,9.6922,11.2056
9/08/2006,12.2,0.66,14.49,9.982
10/08/2006,12.7,0.63,20.3343,11.0285
11/08/2006,13.93333333,0.58,23.5865,11.27
12/08/2006,15.09444444,0.59,22.2985,11.27
13/08/2006,15.15,0.5,14.7154,11.4471
14/08/2006,16.17777778,0.44,14.49,11.27
15/08/2006,16.25,0.55,14.7154,11.27
16/08/2006,16.29444444,0.5,19.5937,11.4471
17/08/2006,16.1,0.56,14.8281,11.1251
18/08/2006,12.95555556,0.68,11.9784,11.27
19/08/2006,13.85,0.64,11.5598,11.4471
20/08/2006,12.77777778,0.69,14.2485,10.0464
21/08/2006,12.15,0.72,11.2539,15.8746
22/08/2006,10.67777778,0.81,5.7799,15.0052
23/08/2006,10.44444444,0.83,2.6404,15.8746
24/08/2006,9.822222222,0.8,5.313,15.8746
25/08/2006,11.02777778,0.74,11.3827,14.9569
26/08/2006,7.138888889,0.93,3.6547,14.9086
27/08/2006,7.622222222,0.89,10.8675,14.9086
28/08/2006,7.627777778,0.86,6.5205,13.3791
29/08/2006,7.044444444,0.86,11.3988,9.982
30/08/2006,8.6,0.84,9.66,9.982
31/08/2006,9.65,0.84,15.9551,9.982
1/09/2006,12.10555556,0.72,13.1698,9.982
2/09/2006,12.77777778,0.71,13.1698,11.2056
3/09/2006,13.81111111,0.65,9.6761,11.4471
4/09/2006,16.01666667,0.48,11.2378,11.27
5/09/2006,17.12777778,0.47,12.7029,11.27
6/09/2006,17.14444444,0.43,10.6099,11.4471
7/09/2006,17.77777778,0.4,7.9534,11.2056
8/09/2006,17.77777778,0.37,2.5921,11.2056
9/09/2006,17.80555556,0.43,11.0124,10.3523
10/09/2006,16.15555556,0.52,9.1931,9.982
11/09/2006,14.05,0.63,9.1609,9.982
12/09/2006,13.08888889,0.67,9.2736,9.982
13/09/2006,12.28888889,0.72,9.4507,9.982
14/09/2006,12.77777778,0.66,11.0768,15.8263
15/09/2006,12.72777778,0.67,13.3791,14.9569
16/09/2006,12.26666667,0.69,14.1358,15.8263
17/09/2006,11.71111111,0.71,11.3183,15.8263
18/09/2006,10.82777778,0.86,9.177,14.168
19/09/2006,12.2,0.59,14.168,15.8263
20/09/2006,12.2,0.6,14.2968,15.8263
21/09/2006,11.68888889,0.68,13.8299,14.9569
22/09/2006,11.20555556,0.77,14.007,9.982
23/09/2006,11.13333333,0.77,15.4882,9.982
24/09/2006,11.43888889,0.77,13.8782,10.3523
25/09/2006,13.03333333,0.81,14.4578,9.982
26/09/2006,17.24444444,0.62,25.0194,11.27
27/09/2006,17.73888889,0.53,27.37,11.4471
28/09/2006,17.84444444,0.56,22.218,11.27
29/09/2006,18.86111111,0.56,23.5382,11.27
30/09/2006,18.66666667,0.56,19.8996,11.3988
1/10/2006,17.82222222,0.56,17.5007,11.27
2/10/2006,17.8,0.59,17.6939,11.27
3/10/2006,17.35,0.57,19.5615,11.3988
4/10/2006,16.06666667,0.67,21.8155,11.2056
5/10/2006,14.93333333,0.73,17.2753,11.2056
6/10/2006,13.92222222,0.78,11.7691,11.2861
7/10/2006,12.75555556,0.84,11.0446,11.0768
8/10/2006,12.75555556,0.84,11.0607,15.6975
9/10/2006,12.37222222,0.86,7.2933,14.8764
10/10/2006,11.18333333,0.93,6.923,15.8263
11/10/2006,11.66666667,0.9,11.1734,15.8263
12/10/2006,8.977777778,0.95,10.3201,6.8425
13/10/2006,10.57777778,0.93,11.1734,14.9086
14/10/2006,10.53333333,0.89,14.007,14.9086
15/10/2006,10.58888889,0.87,7.2933,14.168
16/10/2006,9.983333333,0.89,6.7298,15.8263
17/10/2006,11.02222222,0.86,7.889,9.982
18/10/2006,13.53888889,0.75,11.8657,9.982
19/10/2006,13.88888889,0.68,20.0123,11.2056
20/10/2006,15,0.67,17.5812,11.2056
21/10/2006,17.18333333,0.57,15.9551,11.4471
22/10/2006,16.2,0.62,16.3093,11.27
23/10/2006,17.75,0.56,17.7744,11.2056
24/10/2006,18.40555556,0.54,19.0785,15.3594
25/10/2006,17.82222222,0.59,17.5973,11.27
26/10/2006,17.31111111,0.57,20.3343,11.27
27/10/2006,17.50555556,0.55,13.7172,11.4471
28/10/2006,17.26666667,0.54,14.3773,9.982
29/10/2006,15.13888889,0.61,10.8997,9.982
30/10/2006,13.25,0.69,4.7173,9.982
31/10/2006,12.29444444,0.72,4.669,9.982
1/11/2006,10.7,0.79,3.5742,15.8263
2/11/2006,9.855555556,0.85,5.7477,14.9569
3/11/2006,9.522222222,0.88,11.27,11.9784
4/11/2006,8.405555556,0.92,3.1234,11.9784
5/11/2006,13.01111111,0.82,9.6278,14.9569
6/11/2006,7.733333333,0.96,3.4293,4.2987
7/11/2006,6.138888889,0.96,3.3488,4.1216
8/11/2006,6.472222222,0.95,2.9946,4.7656
9/11/2006,6.627777778,0.96,3.3005,2.9302
10/11/2006,8.688888889,0.93,1.4329,5.8443
11/11/2006,11.99444444,0.81,2.415,9.6117
12/11/2006,13.76666667,0.78,4.1538,9.6761
13/11/2006,15.08888889,0.77,7.3738,9.9015
14/11/2006,16.45555556,0.68,7.8085,11.0768
15/11/2006,17.31111111,0.62,7.3738,11.27
16/11/2006,17.87222222,0.64,8.372,11.27
17/11/2006,19.03888889,0.47,7.0679,11.4471
18/11/2006,18.97777778,0.51,10.8675,11.27
19/11/2006,19.00555556,0.55,4.8139,11.2056
20/11/2006,19.01111111,0.53,4.7978,11.3988
21/11/2006,17.86666667,0.64,10.9319,11.2056
22/11/2006,17.26666667,0.62,10.8514,9.982
23/11/2006,16.18888889,0.61,5.0876,10.3523
24/11/2006,14.88333333,0.72,9.177,9.982
25/11/2006,14.32777778,0.75,10.9319,15.8263
26/11/2006,14.51111111,0.75,6.3756,14.9569
27/11/2006,14.37222222,0.75,6.5366,15.8263
28/11/2006,14.87777778,0.72,14.2163,15.8263
29/11/2006,10.40555556,0.92,3.6064,2.0125
30/11/2006,12.82222222,0.83,8.4364,11.2056
1/12/2006,12.8,0.85,14.4256,14.9086
2/12/2006,12.82777778,0.86,13.8943,14.168
3/12/2006,12.26666667,0.85,15.778,11.2056
4/12/2006,12.26666667,0.85,15.5848,11.27
5/12/2006,12.18333333,0.82,12.3809,11.0768
6/12/2006,12.17222222,0.8,20.3826,11.27
7/12/2006,12.71111111,0.83,22.0892,11.27
8/12/2006,15.60555556,0.78,22.3468,10.3523
9/12/2006,16.02222222,0.78,18.0642,11.2056
10/12/2006,17.2,0.67,17.6456,11.2056
11/12/2006,17.21666667,0.71,14.0875,11.0285
12/12/2006,17.82777778,0.69,13.4113,11.2056
13/12/2006,17.82777778,0.69,14.6188,11.2056
14/12/2006,17.73333333,0.69,9.2414,11.0285
15/12/2006,16.27222222,0.71,23.0713,11.2056
16/12/2006,13.16666667,0.93,3.7674,5.2164
17/12/2006,13.25555556,0.93,3.1395,8.05
18/12/2006,13.01111111,0.93,10.3362,9.982
19/12/2006,12.45555556,0.91,5.796,14.9086
20/12/2006,12.48888889,0.9,9.8854,14.5866
21/12/2006,9.555555556,0.8,6.4883,15.8263
22/12/2006,10.62222222,0.79,14.0231,15.8263
23/12/2006,8.722222222,0.93,4.5724,11.3988
24/12/2006,10.53333333,0.77,10.7709,15.8263
25/12/2006,9.444444444,0.83,6.5366,15.8263
26/12/2006,9.888888889,0.83,6.0858,14.9569
27/12/2006,10.36666667,0.78,10.7065,15.8263
28/12/2006,8.888888889,0.89,10.4972,11.2056
29/12/2006,9.977777778,0.84,8.0017,11.0285
30/12/2006,12.2,0.73,2.4633,9.982
31/12/2006,13.96111111,0.67,9.3058,9.982
1/01/2007,14.94444444,0.67,7.1645,10.3523
2/01/2007,16.18333333,0.71,11.753,9.982
3/01/2007,16.36666667,0.61,7.1323,11.27
4/01/2007,17.37222222,0.57,3.6225,11.4471
5/01/2007,17.67222222,0.51,1.7549,11.27
6/01/2007,17.72222222,0.53,8.6779,11.27
7/01/2007,16.23888889,0.61,2.8336,11.3988
8/01/2007,14.06666667,0.71,9.2414,11.2056
9/01/2007,13.95555556,0.76,7.4221,11.2056
10/01/2007,12.28888889,0.8,3.542,11.0285
11/01/2007,10.02222222,0.86,3.1073,9.9015
12/01/2007,9.377777778,0.86,6.44,15.6009
13/01/2007,9.416666667,0.9,4.6046,14.7154
14/01/2007,11.82777778,0.92,3.0268,15.8263
15/01/2007,10.76111111,0.91,5.1681,0.6118
16/01/2007,12.15555556,0.95,2.8497,3.6386
17/01/2007,9.672222222,0.94,5.7155,0.6118
18/01/2007,8.15,0.94,6.762,0.6118
19/01/2007,10.2,0.95,5.6189,1.1109
20/01/2007,10.11666667,0.99,2.254,0.5152
21/01/2007,10.16111111,0.99,0.3381,0.4347
22/01/2007,11.24444444,0.98,2.7531,0.6923
23/01/2007,12.24444444,0.99,2.254,2.2057
24/01/2007,13.91111111,0.92,8.0983,4.2021
25/01/2007,15.61666667,0.82,2.2862,6.3112
26/01/2007,15.07222222,0.86,3.2844,6.3434
27/01/2007,15.07222222,0.82,7.5992,8.1949
28/01/2007,14.26666667,0.87,10.5616,6.8908
29/01/2007,16.01666667,0.81,6.6654,7.2772
30/01/2007,15.02777778,0.86,7.7119,7.2772
31/01/2007,13.94444444,0.89,7.2772,6.3112
1/02/2007,12.91666667,0.95,11.4793,4.7495
2/02/2007,12.89444444,0.95,5.2808,5.2164
3/02/2007,12.4,0.98,2.3506,5.8282
4/02/2007,12.26666667,0.99,8.05,6.1985
5/02/2007,12.22222222,0.96,6.1985,6.1985
6/02/2007,11.25,0.96,2.7692,3.8318
7/02/2007,11.52777778,0.96,3.1556,4.508
8/02/2007,11.53888889,0.96,5.9892,3.1234
9/02/2007,9.438888889,0.96,5.9731,1.8032
10/02/2007,11.43888889,0.96,6.279,3.8801
11/02/2007,11.39444444,0.96,6.44,3.864
12/02/2007,11.52777778,0.96,6.4239,3.2522
13/02/2007,11.95,0.93,4.83,0.644
14/02/2007,11.97222222,1,9.66,1.2558
15/02/2007,12.63333333,0.96,7.6636,2.3506
16/02/2007,12.75555556,0.96,7.9695,4.025
17/02/2007,13.84444444,0.9,7.9212,4.4919
18/02/2007,13.17222222,0.94,10.3845,6.2629
19/02/2007,15.06666667,0.86,8.1466,6.1985
20/02/2007,17.24444444,0.75,7.1645,11.27
21/02/2007,16.31666667,0.76,13.3469,11.0285
22/02/2007,17.38333333,0.74,13.6206,11.27
23/02/2007,15.27222222,0.76,8.2754,11.27
24/02/2007,17.45555556,0.72,5.2808,11.0768
25/02/2007,16.22222222,0.77,11.1573,11.27
26/02/2007,15.08333333,0.82,3.6869,11.27
27/02/2007,13.99444444,0.88,1.1431,9.6278
28/02/2007,12.17222222,0.92,0.6601,8.1305
1/03/2007,11.08888889,0.95,4.8461,1.0626
2/03/2007,11.09444444,0.95,3.381,1.7871
3/03/2007,9.883333333,0.96,3.3649,1.0626
4/03/2007,9.355555556,0.96,6.4239,3.3649
5/03/2007,9.861111111,0.96,3.2361,4.4597
6/03/2007,8.272222222,0.99,3.3166,1.9159
7/03/2007,8.866666667,0.96,2.6243,1.7549
8/03/2007,8.816666667,0.96,3.9445,2.3667
9/03/2007,7.155555556,1,1.8515,0.2898
10/03/2007,8.85,0.99,3.4776,1.7549
11/03/2007,11.17777778,0.93,2.8819,2.5599
12/03/2007,12.38888889,0.98,3.4293,6.2951
13/03/2007,14.14444444,0.88,4.8783,9.982
14/03/2007,17.1,0.72,3.059,11.0768
15/03/2007,18.93888889,0.64,4.2021,11.27
16/03/2007,17.91666667,0.68,4.0894,11.27
17/03/2007,19.98333333,0.53,1.2236,11.1412
18/03/2007,20.07222222,0.62,9.0643,11.27
19/03/2007,20.07222222,0.56,9.4829,11.27
20/03/2007,20.08333333,0.58,7.4865,11.3988
21/03/2007,19.08888889,0.63,9.1287,11.2056
22/03/2007,17.45,0.62,7.567,11.2056
23/03/2007,15.56666667,0.74,0.5152,9.982
24/03/2007,12.49444444,0.91,3.9445,9.982
25/03/2007,12.24444444,0.89,1.5295,15.8263
26/03/2007,11.41666667,0.92,2.9624,14.9569
27/03/2007,10.55555556,0.95,6.0375,14.812
28/03/2007,10.46666667,0.93,3.0751,9.8049
29/03/2007,10.25,0.95,5.2969,4.7495
30/03/2007,9.355555556,0.96,1.5295,4.025
31/03/2007,8.311111111,0.96,3.22,2.0286
1/04/2007,8.811111111,0.96,3.3971,1.7388
2/04/2007,8.733333333,0.93,6.3434,0.7889
3/04/2007,11.93333333,0.93,11.27,9.8049
4/04/2007,14.51666667,0.84,1.7066,9.5473
5/04/2007,18.73333333,0.68,3.22,9.982
6/04/2007,20.02777778,0.6,7.245,9.982
7/04/2007,21.03888889,0.55,6.4883,10.0303
8/04/2007,20.73888889,0.46,6.5044,15.8746
9/04/2007,22.31666667,0.48,7.5348,11.27
10/04/2007,22.11111111,0.5,6.4561,11.4471
11/04/2007,22.73333333,0.38,1.0143,10.0464
12/04/2007,22.77777778,0.37,5.1842,10.0464
13/04/2007,21.21666667,0.41,7.2772,11.4471
14/04/2007,20.18333333,0.45,1.4812,10.0464
15/04/2007,18.01111111,0.68,0.322,9.982
16/04/2007,17.42222222,0.65,0.5313,9.982
17/04/2007,13.96111111,0.82,0,9.982
18/04/2007,13.28888889,0.89,2.8819,15.8263
19/04/2007,12.32222222,0.89,2.4794,9.982
20/04/2007,11.11666667,0.95,3.1717,6.2951
21/04/2007,10.53333333,0.95,11.27,6.2951
22/04/2007,12.38333333,0.8,4.6207,14.168
23/04/2007,9.861111111,0.96,3.0751,3.8318
24/04/2007,8.872222222,0.95,1.5295,3.3649
25/04/2007,8.672222222,0.94,3.6386,4.2826
26/04/2007,7.688888889,1,0,0.7406
27/04/2007,10.91111111,0.99,1.61,4.1216
28/04/2007,14.83888889,0.82,2.6565,8.3398
29/04/2007,18.8,0.65,1.5295,9.982
30/04/2007,21.09444444,0.49,4.8783,9.982
1/05/2007,22.02777778,0.49,4.2826,11.0285
2/05/2007,22.82777778,0.47,3.6225,11.2056
3/05/2007,22.91666667,0.37,4.5563,9.982
4/05/2007,23.91666667,0.37,6.2951,10.3523
5/05/2007,23.91111111,0.4,2.5599,9.982
6/05/2007,23.93333333,0.37,4.347,9.982
7/05/2007,23.91666667,0.32,1.1753,10.3523
8/05/2007,22.82222222,0.44,3.1234,9.982
9/05/2007,21.22777778,0.48,0.4025,9.982
10/05/2007,19.07777778,0.51,2.6887,9.982
11/05/2007,17.06111111,0.63,1.5778,9.982
12/05/2007,14.90555556,0.72,3.7513,15.8263
13/05/2007,13.08333333,0.87,3.4132,14.9569
14/05/2007,12.71111111,0.89,3.2522,15.8263
15/05/2007,12.12777778,0.89,3.1717,14.9086
16/05/2007,11.81111111,0.84,4.991,14.9569
17/05/2007,12.01666667,0.8,6.2629,14.9086
18/05/2007,12.04444444,0.8,6.4239,14.812
19/05/2007,10.62777778,0.86,9.7083,14.0875
20/05/2007,9.911111111,0.99,9.1448,6.118
21/05/2007,12.55555556,0.9,7.7441,9.9015
22/05/2007,15.00555556,0.78,8.7584,9.9015
23/05/2007,17.33888889,0.74,12.1877,9.982
24/05/2007,19.1,0.67,12.6224,9.982
25/05/2007,21.26111111,0.57,9.9176,10.3523
26/05/2007,22.41111111,0.54,11.4471,11.2056
27/05/2007,22.93888889,0.5,8.5491,11.2056
28/05/2007,23.92777778,0.47,11.3022,11.3988
29/05/2007,23.96111111,0.47,8.3076,9.982
30/05/2007,23.96111111,0.38,8.5813,9.982
31/05/2007,23.11111111,0.42,10.7065,10.3523
1/06/2007,22.82222222,0.44,12.4936,9.982
2/06/2007,21.11111111,0.47,5.2164,9.982
3/06/2007,18.18888889,0.58,4.8622,10.3523
4/06/2007,16.01666667,0.72,4.6046,9.982
5/06/2007,15.46666667,0.72,6.44,15.8263
6/06/2007,14.60555556,0.76,6.7459,14.9569
7/06/2007,13.31111111,0.82,3.542,15.8263
8/06/2007,12.73333333,0.83,3.0751,15.8263
9/06/2007,13.78888889,0.77,6.0858,14.9569
10/06/2007,10.57777778,0.88,6.44,15.8263
11/06/2007,10.48333333,0.92,3.22,15.4721
12/06/2007,10.28888889,0.91,3.7513,14.8764
13/06/2007,9.972222222,0.92,1.5617,10.9802
14/06/2007,13.63888889,0.9,2.7048,9.8049
15/06/2007,16.73888889,0.74,7.245,10.3523
16/06/2007,18.83888889,0.65,3.4132,9.982
17/06/2007,21.16111111,0.59,4.6046,9.982
18/06/2007,22.58888889,0.53,4.4275,10.4006
19/06/2007,22.89444444,0.48,7.6636,11.27
20/06/2007,24.00555556,0.47,9.66,11.2056
21/06/2007,24.00555556,0.35,8.0017,11.3988
22/06/2007,23.97777778,0.44,9.2897,11.2056
23/06/2007,25.04444444,0.32,3.5903,11.2056
24/06/2007,24.07777778,0.35,4.9588,10.3523
25/06/2007,22.38333333,0.45,9.4829,9.982
26/06/2007,21.20555556,0.52,3.6869,9.982
27/06/2007,18.26111111,0.62,6.2146,10.3523
28/06/2007,17.2,0.67,14.49,9.982
29/06/2007,15.99444444,0.75,3.1073,9.982
30/06/2007,15.96111111,0.79,12.2843,11.9301
1/07/2007,15.44444444,0.72,13.846,15.8263
2/07/2007,14.37222222,0.75,10.9963,15.8263
3/07/2007,13.60555556,0.9,9.982,12.0428
4/07/2007,12.82222222,0.82,6.2468,15.8263
5/07/2007,12.75,0.83,3.3488,15.8263
6/07/2007,11.41666667,0.92,6.2307,15.2628
7/07/2007,12.33333333,0.86,2.4633,9.982
8/07/2007,14.90555556,0.78,10.2879,9.982
9/07/2007,15.89444444,0.74,10.2879,9.982
10/07/2007,17.22777778,0.72,12.0589,9.982
11/07/2007,17.82777778,0.73,7.4704,9.982
12/07/2007,17.91666667,0.72,10.0947,9.982
13/07/2007,19.05555556,0.67,9.0965,9.982
14/07/2007,20.14444444,0.67,7.5187,9.982
15/07/2007,20.26111111,0.62,3.8962,9.982
16/07/2007,21.20555556,0.62,4.6368,9.982
17/07/2007,21.25555556,0.67,4.8944,9.982
18/07/2007,20.23333333,0.66,7.2128,9.982
19/07/2007,19.07777778,0.71,7.6475,9.982
20/07/2007,17.94444444,0.77,10.5777,9.982
21/07/2007,15.49444444,0.82,20.608,11.0285
22/07/2007,14.14444444,0.89,8.4364,9.9015
23/07/2007,14.53888889,0.86,11.0768,11.8979
24/07/2007,14.13888889,0.86,3.6708,11.6886
25/07/2007,13.4,0.9,3.5098,11.9784
26/07/2007,13.42777778,0.9,3.3488,11.9784
27/07/2007,11.58888889,0.74,5.474,14.9569
28/07/2007,14.42222222,0.83,10.7709,14.9086
29/07/2007,13.91666667,0.86,10.6904,14.812
30/07/2007,13.4,0.9,10.3201,14.0875
31/07/2007,13.86666667,0.9,7.9373,9.9015
1/08/2007,14.90555556,0.84,11.27,9.7566
2/08/2007,15.93333333,0.74,10.6743,9.4346
3/08/2007,17.12777778,0.65,19.8996,9.9015
4/08/2007,18.75,0.58,19.4166,9.9015
5/08/2007,18.96111111,0.6,17.0499,9.982
6/08/2007,19.99444444,0.54,16.8728,10.0464
7/08/2007,21.11111111,0.5,17.3397,10.0464
8/08/2007,21.09444444,0.46,21.9604,10.4006
9/08/2007,21.17777778,0.43,19.8191,10.0464
10/08/2007,21.22777778,0.41,16.4703,11.27
11/08/2007,20.1,0.45,13.7977,11.4471
12/08/2007,19.02777778,0.51,9.7888,11.27
13/08/2007,17.85,0.59,14.0553,11.2056
14/08/2007,16.26111111,0.66,11.2861,9.9015
15/08/2007,14.98333333,0.72,13.9426,11.27
16/08/2007,14.46666667,0.65,11.0285,14.812
17/08/2007,13.94444444,0.6,10.8031,14.9569
18/08/2007,12.31666667,0.65,11.1734,15.8263
19/08/2007,11.76111111,0.66,10.8997,15.8263
20/08/2007,10.82777778,0.62,13.1859,14.9569
21/08/2007,10.13888889,0.73,10.948,15.8263
22/08/2007,10.62777778,0.71,11.109,14.9086
23/08/2007,10.60555556,0.69,13.524,14.9569
24/08/2007,10.07222222,0.71,15.5848,9.982
25/08/2007,11.16111111,0.71,21.5257,9.982
26/08/2007,12.88888889,0.67,22.9586,10.3523
27/08/2007,15.05,0.6,26.4845,11.2056
28/08/2007,15.16111111,0.59,26.726,9.982
29/08/2007,16.27222222,0.56,23.3611,10.3523
30/08/2007,17.8,0.46,28.0623,9.982
31/08/2007,17.93888889,0.46,27.9013,9.982
1/09/2007,18.85555556,0.41,25.7439,10.3523
2/09/2007,17.98888889,0.43,26.3557,9.982
3/09/2007,17.96111111,0.51,25.0516,9.982
4/09/2007,17.36111111,0.47,25.5668,10.3523
5/09/2007,16.25,0.52,23.3289,9.982
6/09/2007,14.12222222,0.47,20.0284,9.982
7/09/2007,12.95,0.55,14.9569,10.3523
8/09/2007,12.24444444,0.52,22.9425,9.982
9/09/2007,11.68888889,0.57,19.6581,15.8263
10/09/2007,11.15555556,0.59,20.7368,14.9569
11/09/2007,9.216666667,0.9,5.8443,14.6349
12/09/2007,8.683333333,0.9,5.2486,11.6725
13/09/2007,9.188888889,0.77,12.3165,14.9569
